alert,rule,file,initial_line,disposition,dismissal_reason,rationale,evidence
https://github.com/Brumbelow/layerleak/security/code-scanning/1243,Lizard_ccn-minor,internal/api/handler.go,272,dismissal,won't fix,"Handler.handleScan: accepted cyclomatic complexity debt. The endpoint keeps media-type/body-size/single-JSON validation before reference/platform validation, scan-slot admission and deadline-bound ScanAndSave. The slot release and response/error mapping remain visibly tied to the request. Existing tests cover capacity rejection, oversize bodies and partial-result responses. Retain this request lifecycle rather than spreading validation/admission order across unrelated helpers.",internal/api/handler.go:Handler.handleScan; internal/api/handler_test.go:TestHandleScanRejectsWhenConcurrencyIsExhausted; internal/api/handler_test.go:TestHandleScanRejectsOversizeBody; internal/api/handler_test.go:TestHandleScanReturnsPartialResultOnLimitError
https://github.com/Brumbelow/layerleak/security/code-scanning/1244,Lizard_ccn-minor,internal/api/handler.go,866,dismissal,won't fix,"validRequestID: accepted cyclomatic complexity debt. This short validator trims once, caps IDs at 128 bytes and applies an explicit ASCII allowlist before the value reaches headers/log correlation. The boolean character ranges inflate the metric but directly express the accepted alphabet. Keep the predicate transparent; middleware supplies a generated ID on rejection and TestRequestIDIsReturnedInHeaderAndError checks accepted-ID propagation. That test is not exhaustive invalid-character coverage.",internal/api/handler.go:validRequestID; internal/api/handler.go:Handler.middleware; internal/api/handler_test.go:TestRequestIDIsReturnedInHeaderAndError
https://github.com/Brumbelow/layerleak/security/code-scanning/1245,Lizard_ccn-minor,internal/scanner/scan.go,138,dismissal,won't fix,"scanner.Scan: accepted cyclomatic complexity debt. The routine owns root verification, manifest selection, the scan-wide detection budget and result/progress aggregation. Error branches deliberately preserve cancellation/integrity/limit failures while retaining completed platform results; finalizeResult is already extracted. Keeping the shared budget and completion counters visible is reasonable. TestScanMaxFindingsStopsBeforeNextPlatformAtExactBoundary checks both partial counts and that the next manifest is never requested.",internal/scanner/scan.go:Scan; internal/scanner/scan.go:finalizeResult; internal/scanner/scan_test.go:TestScanMaxFindingsStopsBeforeNextPlatformAtExactBoundary
https://github.com/Brumbelow/layerleak/security/code-scanning/1246,Lizard_ccn-minor,internal/scanner/scan.go,331,dismissal,won't fix,"scanManifestWithBudget: accepted cyclomatic complexity debt. This is the per-manifest sequence from descriptor/config verification through metadata scanning, verified layer replay and coverage classification. The budget snapshot/delta and layer callback cleanup belong to that lifecycle; lower-level fetch/verification work is already factored. Keep the order explicit so findings and incomplete coverage survive layer failures. Existing tests check preservation of metadata on layer limits and independent blob deadlines.",internal/scanner/scan.go:scanManifestWithBudget; internal/scanner/scan.go:fetchConfigBody; internal/scanner/scan_test.go:TestScanPreservesMetadataFindingsWhenLayerLimitsExceeded; internal/scanner/scan_test.go:TestScanPreservesBlobDeadlineWhenParentContextIsLive
https://github.com/Brumbelow/layerleak/security/code-scanning/1247,Lizard_ccn-minor,internal/scanner/scan.go,546,dismissal,won't fix,"detectionBudget.scan: accepted cyclomatic complexity debt. The method enforces cancellation, retained-finding count and raw-byte allowance around detector execution and exact-span normalization. Keeping retained/raw counters and stop flags next to each accepted match prevents divergent accounting. Existing TestDetectionBudgetBoundsRawFindingRetention checks default-off, opt-in and over-budget behavior, including retaining a redacted finding and stopping later work. Retain this single budget decision point.",internal/scanner/scan.go:detectionBudget.scan; internal/findings/findings.go:DetailedNormalizer.NormalizeWithRaw; internal/scanner/scan_test.go:TestDetectionBudgetBoundsRawFindingRetention
https://github.com/Brumbelow/layerleak/security/code-scanning/1248,Lizard_ccn-minor,internal/scanner/scan.go,1003,dismissal,won't fix,"verifyRootDocument: accepted cyclomatic complexity debt. The routine establishes one root identity: parse/validate document, verify media type, reconcile requested and response digest, derive a digest only when absent, then verify bytes. Its branches represent the supported identity sources and distinct integrity errors. Keep them in one auditable sequence; scanner calls it before resolving any platform, and the existing descriptor/document tests cover mismatches and invalid documents.",internal/scanner/scan.go:verifyRootDocument; internal/scanner/scan.go:Scan; internal/manifest/integrity_test.go:TestVerifyDescriptorBytesRejectsMismatches; internal/manifest/integrity_test.go:TestValidateDocumentErrorsAreIntegrityErrors
https://github.com/Brumbelow/layerleak/security/code-scanning/1249,Lizard_ccn-minor,internal/cli/scan_test.go,45,dismissal,won't fix,"Accepting this CLI test's assertion complexity. It checks exit-code typing/value, JSON-only stdout, stderr progress, no raw token in stdout or saved output, and redacted fields in generated files. Each conditional has a specific failure message for an output contract of the same command. Retaining these assertions is intentional.",internal/cli/scan_test.go:TestScanCommandJSONOutputAndExitCode
https://github.com/Brumbelow/layerleak/security/code-scanning/1250,Lizard_ccn-minor,internal/cli/scan_test.go,194,dismissal,won't fix,"Accepting this CLI test's assertion complexity. It verifies the limit-error exit, saved redacted output and --allow-partial findings exit against one two-platform fixture. Error/type checks and output/file assertions each guard a separate result of that scenario. The length and CCN reflect observable command behavior; hiding them behind generic assertions would not improve the test.",internal/cli/scan_test.go:TestScanCommandWritesPartialResultsOnConfiguredLimitError
https://github.com/Brumbelow/layerleak/security/code-scanning/1251,Lizard_ccn-minor,internal/config/config_test.go,9,dismissal,won't fix,"Accepting the default test's assertion complexity. After clearing overrides and calling Load once, its flat checks independently pin API timeouts/binding, registry policy, raw-secret opt-in, resource budgets and database settings. The CCN largely counts those field comparisons. Keeping literal expected values explicit provides a useful defaults inventory; no branching production logic is introduced here.",internal/config/config_test.go:TestLoadDefaults
https://github.com/Brumbelow/layerleak/security/code-scanning/1252,Lizard_ccn-minor,internal/config/config_test.go,248,dismissal,won't fix,"Accepting the complexity of this zero-resource-limit test. It sets fourteen resource limit environment variables to zero and verifies all corresponding fields stay zero after Load, rather than reverting to defaults. The long OR expression is a flat comparison of independently configurable limits; preserving explicit coverage is more valuable than lowering CCN by concealing those checks.",internal/config/config_test.go:TestLoadAllowsZeroResourceLimits
https://github.com/Brumbelow/layerleak/security/code-scanning/1253,Lizard_ccn-minor,internal/scanservice/record_test.go,14,dismissal,won't fix,"Accepting the assertion complexity of this nested-record test. Checks cover redaction of operational errors in JSON and relational records, expected fallback messages, partial tag/manifest status, source-result immutability and errors.Is/errors.As behavior. All originate from the same sentinel-bearing result, so keeping the representation checks together exposes omissions across persistence boundaries.",internal/scanservice/record_test.go:TestBuildScanRecordSanitizesErrorsAndPersistsPartialStatus
https://github.com/Brumbelow/layerleak/security/code-scanning/1254,Lizard_ccn-minor,internal/storage/storage.go,220,dismissal,won't fix,"PostgresConfig.Validate: accepted cyclomatic complexity debt. The early returns describe one configuration contract after defaults: URL/query syntax, PostgreSQL scheme/host/database, pool relationships and positive timeouts. Keeping those field-specific diagnostics together is reasonable and avoids a generic validator hiding default semantics. Existing tests cover malformed URLs without echoing credentials and invalid pool/timeout settings.",internal/storage/storage.go:PostgresConfig.Validate; internal/storage/storage.go:PostgresConfig.withDefaults; internal/storage/storage_test.go:TestPostgresConfigValidateDoesNotEchoMalformedDatabaseURL; internal/storage/storage_test.go:TestPostgresConfigValidateRejectsInvalidPoolAndTimeoutSettings
https://github.com/Brumbelow/layerleak/security/code-scanning/1255,Lizard_ccn-minor,internal/storage/storage.go,289,dismissal,won't fix,"validateScanRecord: accepted cyclomatic complexity debt. This pre-transaction validator keeps the required identifiers, JSON/timestamp checks, nonnegative counters, tag/manifest statuses and finding keys in one inspectable schema contract. Counter validation is already table-driven. Further extraction would scatter the conditions SaveScan must reject before BeginTx. TestValidateScanRecord includes malformed JSON, invalid statuses, a negative counter and missing fingerprint.",internal/storage/storage.go:validateScanRecord; internal/storage/postgres.go:PostgresStore.SaveScan; internal/storage/storage_test.go:TestValidateScanRecord
https://github.com/Brumbelow/layerleak/security/code-scanning/1256,Lizard_ccn-minor,internal/layers/state_test.go,365,dismissal,won't fix,"Accepting the classification test's complexity. Five file fixtures cover text, NUL-bearing binaries, a shared object and low-printable content. The loop checks artifact existence, exact class, scannability and whether content was retained. These independent checks ensure rejected binary bodies are dropped while text remains available; extracting assertions would only relocate this useful comparison.",internal/layers/state_test.go:TestReplayClassifiesRegularFilesBeforeScanning
https://github.com/Brumbelow/layerleak/security/code-scanning/1257,Lizard_ccn-minor,internal/layers/state_test.go,814,dismissal,won't fix,"Accepting this test's complexity. One replay distinguishes text, binary and oversize entries and compares layer/file counts plus expanded/retained byte accounting; a second invocation cancels during layer opening and requires context.Canceled. The boolean terms are explicit coverage fields and error checks, not deeply nested test orchestration. This small combined replay contract remains readable.",internal/layers/state_test.go:TestReplayReportsCoverageAndCancellation
https://github.com/Brumbelow/layerleak/security/code-scanning/1258,Lizard_ccn-minor,internal/storage/postgres.go,145,dismissal,won't fix,"PostgresStore.SaveScan: accepted cyclomatic complexity debt. Validation, transaction lifetime, purge/repository advisory locks, repository/manifest/tag/finding writes and scan-run insertion intentionally precede a single Commit with deferred Rollback. The individual upserts are already helpers. Retain this orchestration to keep atomic write ordering visible. Existing persistence integration tests cover scan history, provenance and raw retention; this disposition does not claim new database execution.",internal/storage/postgres.go:PostgresStore.SaveScan; internal/storage/storage_integration_test.go:TestPostgresStoreSaveScanPersistsScanRunHistory; internal/storage/storage_integration_test.go:TestPostgresStoreSaveScanUpsertsAndRetainsProvenance
https://github.com/Brumbelow/layerleak/security/code-scanning/1259,Lizard_ccn-minor,internal/storage/postgres.go,590,dismissal,won't fix,"upsertManifestRecord: accepted cyclomatic complexity debt. The branches implement one merge policy: ignore empty digests, merge provenance, prefer scanned over partial over failed, and preserve an applicable error. Keeping the status and error decisions together avoids inconsistent updates to the same manifest record. Existing helper tests check scanned-versus-failed in both arrival orders, partial-over-failed and provenance merging.",internal/storage/postgres.go:upsertManifestRecord; internal/storage/postgres.go:collectManifestRecords; internal/storage/helpers_test.go:TestUpsertManifestRecordPrefersPartialOverFailed; internal/storage/helpers_test.go:TestUpsertManifestRecordKeepsScannedWhenFailedArrives
https://github.com/Brumbelow/layerleak/security/code-scanning/1260,Lizard_ccn-minor,internal/jobs/scan_test.go,21,dismissal,won't fix,"Accepting this test's assertion complexity. The three-tag/two-digest fixture is checked through enumeration/resolution totals, completed target counts, sorted tag groups, nonempty findings, cleared raw fields and completed progress. These are direct postconditions of the same repository sweep; keeping them explicit is preferable to moving assertions solely to lower CCN.",internal/jobs/scan_test.go:TestScanRepositoryEnumeratesTagsAndDeduplicatesDigests
https://github.com/Brumbelow/layerleak/security/code-scanning/1261,Lizard_ccn-minor,internal/jobs/scan_test.go,31,dismissal,won't fix,"Accepting the mock transport complexity in TestScanRepositoryEnumeratesTagsAndDeduplicatesDigests. The branches distinguish auth, two paginated tag requests, three tag HEAD requests and two digest/config pairs. These distinctions are the inputs needed to check three tags collapse into two targets with sorted tag groups; a single generic response would lose that contract.",internal/jobs/scan_test.go:TestScanRepositoryEnumeratesTagsAndDeduplicatesDigests/transport
https://github.com/Brumbelow/layerleak/security/code-scanning/1262,Lizard_ccn-minor,internal/jobs/scan_test.go,288,dismissal,won't fix,"Accepting the mock transport's complexity in TestScanRepositoryAbortsOnLimitErrorAndPreservesCompletedTargets. Auth and path/method branches provide two distinct configs through two tag/digest mappings. The second config crosses 128 bytes, and the test checks preserved completed-target findings. Extracting this small protocol fixture merely relocates the branches without simplifying the scenario.",internal/jobs/scan_test.go:TestScanRepositoryAbortsOnLimitErrorAndPreservesCompletedTargets/transport
https://github.com/Brumbelow/layerleak/security/code-scanning/1263,Lizard_ccn-minor,internal/jobs/scan_test.go,385,dismissal,won't fix,"Accepting the mock transport's complexity in TestScanRepositoryAbortsOnLayerLimitAndPreservesCompletedTargets. It models auth, two tag HEAD resolutions, two manifests/configs and the second target's layer endpoint. That endpoint graph supplies the completed-first/limited-second scenario checked immediately afterward; keeping it explicit makes the partial-result fixture auditable.",internal/jobs/scan_test.go:TestScanRepositoryAbortsOnLayerLimitAndPreservesCompletedTargets/transport
https://github.com/Brumbelow/layerleak/security/code-scanning/1264,Lizard_ccn-minor,internal/jobs/scan_test.go,552,dismissal,won't fix,"Accepting the complexity of the mock transport inside TestScanRepositoryAppliesMaxFindingsAcrossTargets. Its path/method cases expose both tags, manifests, configs and the second layer while counting requests. The surrounding test asserts the second target's GET endpoints remain unused after MaxFindings=1. The endpoint branches are necessary observable fixture behavior, not untested application decisions.",internal/jobs/scan_test.go:TestScanRepositoryAppliesMaxFindingsAcrossTargets/transport
https://github.com/Brumbelow/layerleak/security/code-scanning/1265,Lizard_ccn-minor,internal/jobs/scan_test.go,616,dismissal,won't fix,"Accepting the assertion complexity of this cross-target raw-byte test. Branches check incomplete/partial status and target counts, locate each manifest's finding, compare retained versus cleared raw fields, sum bytes and inspect the diagnostic limit/observed values. These independent postconditions verify one aggregate budget transition; removing or hiding them to lower CCN would weaken reviewability.",internal/jobs/scan_test.go:TestScanRepositoryAppliesRawFindingByteLimitAcrossTargets
https://github.com/Brumbelow/layerleak/security/code-scanning/1266,Lizard_ccn-minor,internal/manifest/document.go,116,dismissal,won't fix,"ParseDocument: accepted cyclomatic complexity debt. The routine probes JSON shape, distinguishes index from image manifest, decodes the selected representation and fills absent media type from the response. Keeping that two-format dispatch centralized is reasonable; ValidateDocument and byte/media integrity checks remain separate caller requirements. Existing TestParseDocumentIndex exercises index decoding and scanner.Scan invokes verifyRootDocument before using the document.",internal/manifest/document.go:ParseDocument; internal/scanner/scan.go:verifyRootDocument; internal/manifest/document_test.go:TestParseDocumentIndex; internal/manifest/integrity_test.go:TestValidateDocumentErrorsAreIntegrityErrors
https://github.com/Brumbelow/layerleak/security/code-scanning/1267,Lizard_ccn-minor,internal/scanservice/service.go,88,dismissal,won't fix,"Service.ScanAndSave: accepted cyclomatic complexity debt. This is the service boundary that maps configuration into jobs.Scan, applies raw-secret retention policy, checks cancellation before persistence, builds the record, and preserves separate scan/save errors. Keeping the before-save hook and cancellation checks in the same orchestration flow avoids obscuring when persistence is allowed. Existing tests assert raw policy and zero persistence calls for cancelled contexts.",internal/scanservice/service.go:Service.ScanAndSave; internal/scanservice/service_test.go:TestScanAndSaveAppliesRawFindingPolicy; internal/scanservice/service_test.go:TestScanAndSaveDoesNotPersistWithCanceledContext
https://github.com/Brumbelow/layerleak/security/code-scanning/1268,Lizard_ccn-minor,internal/cli/progress.go,291,dismissal,won't fix,"currentTargetLabel: accepted cyclomatic complexity debt. The ordered early returns choose the most informative available combination of tag, reference, platform and digest, falling back to waiting. This is a short display-precedence table; turning it into separate helpers would hide the order. The existing progress renderer status-block test exercises a populated tag/platform/digest state. Retain the explicit fallback chain without claiming exhaustive combination coverage.",internal/cli/progress.go:currentTargetLabel; internal/cli/progress_test.go:TestProgressRendererRendersLogoAndStatusBlock
https://github.com/Brumbelow/layerleak/security/code-scanning/1269,Lizard_ccn-minor,internal/layers/state.go,181,dismissal,won't fix,"State.applyLayer: accepted cyclomatic complexity debt. The routine keeps the working-state clone, archive entry dispatch, pending whiteouts, byte/entry/retention accounting, final digest verification, and single commit point together. Splitting its mutable replay state solely for the threshold would obscure rollback and lower-layer-only deletion ordering. Existing TestReplayRollsBackFailedLayer and TestReplayWhiteoutsOnlyRemoveLowerLayerEntries assert those boundaries. Keep this state machine intact.",internal/layers/state.go:State.applyLayer; internal/layers/state_test.go:TestReplayRollsBackFailedLayer; internal/layers/state_test.go:TestReplayWhiteoutsOnlyRemoveLowerLayerEntries
https://github.com/Brumbelow/layerleak/security/code-scanning/1270,Lizard_ccn-minor,internal/layers/state.go,1044,dismissal,won't fix,"layerLimitReader.Read: accepted cyclomatic complexity debt. The branches distinguish zero-length reads, per-layer and aggregate remaining bytes, the one-byte overflow probe, and the corresponding typed limit errors. These checks must share readBytes and previousBytes accounting; keeping the arithmetic next to the read makes that contract inspectable. Existing replay aggregate-byte tests assert that a failed upper layer does not replace lower-layer results.",internal/layers/state.go:layerLimitReader.Read; internal/layers/state.go:State.applyLayer; internal/layers/state_test.go:TestReplayEnforcesAggregateLimitsTransactionally
https://github.com/Brumbelow/layerleak/security/code-scanning/1271,Lizard_file-nloc-medium,internal/storage/migrate.go,1,dismissal,won't fix,"internal/storage/migrate.go: accepted file length debt. This file implements the migration ledger/lock lifecycle, legacy adoption and catalog validation; the declarative schema requirements already live separately. Those operations share the same version contract and database query interfaces. A file-only split would relocate cohesive private helpers without reducing the contract complexity. Existing tests separately cover file checksums, legacy adoption and schema drift.",internal/storage/migrate.go:RunMigrations; internal/storage/migrate.go:inspectLegacySchema; internal/storage/migrate.go:validateSchemaContract; internal/storage/migrate_test.go:TestValidateAppliedMigrationsRejectsChecksumChangeAndGap; internal/storage/storage_integration_test.go:TestPostgresStoreRequireSchemaRejectsConstraintDrift
https://github.com/Brumbelow/layerleak/security/code-scanning/1272,Lizard_nloc-medium,internal/storage/migrate.go,52,dismissal,won't fix,"RunMigrations: accepted function length debt. The sequence validates the complete migration set before connecting, owns one database connection and advisory lock, loads/adopts the ledger, validates checksums, applies pending files and verifies schema. Per-file application is already delegated. Retaining resource lifetime and migration ordering in one top-level routine is reasonable; existing migration tests cover sequence rejection, checksum/idempotence and legacy adoption.",internal/storage/migrate.go:RunMigrations; internal/storage/migrate_test.go:TestRunMigrationsRejectsNonContiguousSetBeforeConnecting; internal/storage/storage_integration_test.go:TestRunMigrationsTracksChecksumsAndIsIdempotent
https://github.com/Brumbelow/layerleak/security/code-scanning/1273,Lizard_nloc-medium,internal/storage/migrate.go,509,dismissal,won't fix,"inspectLegacySchema: accepted function length debt. The routine recognizes the four supported legacy schema stages from base tables, metadata columns, scan_runs and hardening markers, then validates the complete selected contract before adoption. Keeping the ordered stage checks together exposes partial-migration rejection. Existing integration tests cover incomplete legacy schemas and directly applied version-four adoption.",internal/storage/migrate.go:inspectLegacySchema; internal/storage/migrate.go:validateSchemaContract; internal/storage/storage_integration_test.go:TestRunMigrationsRejectsIncompleteLegacySchema; internal/storage/storage_integration_test.go:TestRunMigrationsAdoptsSchemaAppliedDirectlyThroughVersionFour
https://github.com/Brumbelow/layerleak/security/code-scanning/1274,Lizard_nloc-medium,internal/storage/migrate.go,680,dismissal,won't fix,"requireSchemaColumns: accepted function length debt. The routine keeps the catalog query, per-table column snapshot and versioned type/nullability/default requirements together. Its branches are explicit failure diagnostics for the schema contract; requirements and default comparison already have separate representations/helpers. Existing column-drift integration cases check missing identity default, wrong type and unexpected nullability. Retain this cohesive validation flow.",internal/storage/migrate.go:requireSchemaColumns; internal/storage/migrate.go:schemaColumnDefaultMatches; internal/storage/storage_integration_test.go:TestPostgresStoreRequireSchemaRejectsColumnDefinitionDrift
https://github.com/Brumbelow/layerleak/security/code-scanning/1275,Lizard_nloc-medium,internal/storage/migrate.go,777,dismissal,won't fix,"requireSchemaConstraints: accepted function length debt. The routine matches named or definition-based requirements for the requested schema version, then checks validation state and normalized definition. These distinctions must remain visible because a constraint name alone is insufficient. Existing drift integration cases cover missing unique/foreign-key constraints and a same-name wrong check. Retain the catalog-to-contract comparison as one flow.",internal/storage/migrate.go:requireSchemaConstraints; internal/storage/migrate.go:normalizeSchemaDefinition; internal/storage/storage_integration_test.go:TestPostgresStoreRequireSchemaRejectsConstraintDrift
https://github.com/Brumbelow/layerleak/security/code-scanning/1276,Lizard_nloc-medium,internal/storage/migrate.go,877,dismissal,won't fix,"requireSchemaIndexes: accepted function length debt. The catalog snapshot captures ordered keys, access method, uniqueness, validity/readiness/liveness, predicates and included columns before comparing versioned requirements. Keeping these checks together makes the accepted index definition explicit; column-order comparison is already delegated. Existing integration cases reject same-name wrong indexes and check ordering/invalid indexes. Retain this schema validation unit.",internal/storage/migrate.go:requireSchemaIndexes; internal/storage/migrate.go:schemaIndexColumnsMatch; internal/storage/storage_integration_test.go:TestPostgresStoreRequireSchemaRejectsSameNameWrongIndex; internal/storage/storage_integration_test.go:TestPostgresStoreRequireSchemaValidatesIndexOrdering
https://github.com/Brumbelow/layerleak/security/code-scanning/1277,Lizard_nloc-medium,internal/scanservice/service_test.go,25,dismissal,won't fix,"Accepting the service scenario's length. A two-platform mock image exceeds the second config's 128-byte limit; ScanAndSave must return the typed limit error while producing scan ID 1 and exactly one stored record containing partial findings for library/app. Keeping service configuration, the recording store and output checks adjacent documents persistence on scan failure.",internal/scanservice/service_test.go:TestScanAndSavePersistsPartialResultOnLimitError
https://github.com/Brumbelow/layerleak/security/code-scanning/1278,Lizard_nloc-medium,internal/cli/storage_test.go,43,dismissal,won't fix,"Accepting this multi-architecture mapping scenario's length. One latest tag/root digest expands to amd64 and arm64 manifests with detailed findings. Assertions preserve the scan timestamp, one target, two manifests and two latest tag mappings carrying the root and a platform digest. The full input/output relationship is useful in one test.",internal/cli/storage_test.go:TestBuildScanRecordMapsMultiArchTagToPlatformManifests
https://github.com/Brumbelow/layerleak/security/code-scanning/1279,Lizard_nloc-medium,internal/cli/storage_test.go,107,dismissal,won't fix,"Accepting this repository tag-group mapping scenario's length. latest and 2.0 share one target while 1.0 belongs to a second target; conversion must produce two targets and three sorted tag records. The nested input is the behavior under test, so keeping tag results, targets and output checks together is clearer than extracting opaque fixture fragments.",internal/cli/storage_test.go:TestBuildScanRecordMapsRepositoryTagGroups
https://github.com/Brumbelow/layerleak/security/code-scanning/1280,Lizard_nloc-medium,internal/cli/storage_test.go,205,dismissal,won't fix,Accepting the fixture-heavy length of this source-location test. Two detailed findings deliberately share token/fingerprint/manifest but use z.env and a.env. BuildScanRecord must preserve both and sort their file paths. Keeping both explicit records together makes the one differing provenance dimension obvious and guards against over-deduplication.,internal/cli/storage_test.go:TestBuildScanRecordPreservesDistinctSourceLocations
https://github.com/Brumbelow/layerleak/security/code-scanning/1281,Lizard_nloc-medium,internal/api/run.go,19,dismissal,won't fix,"api.Run: accepted function length debt. This top-level startup routine owns config/logger/store creation, schema requirement, historical raw-material warning, server options, signal handling and graceful shutdown. Keeping the store and server lifetimes together is reasonable; business logic already resides in handler/service packages. Existing run_test checks logger configuration only, so this acceptance is based on lifecycle/source review and does not claim full startup/shutdown test coverage.",internal/api/run.go:Run; internal/api/run.go:newDefaultLogger; internal/api/run_test.go:TestNewDefaultLoggerHonorsConfiguredLevel
https://github.com/Brumbelow/layerleak/security/code-scanning/1282,Lizard_nloc-medium,internal/detectionpolicy/policy_test.go,8,dismissal,won't fix,"Accepting the DiscardReason table length. It covers empty/whitespace values, literal and base64 placeholders, placeholder URL credentials, and a credential with a placeholder prefix that must remain accepted. Each named input is paired with its exact reason and uses one assertion loop. Splitting this compact behavioral matrix just to meet a line threshold would reduce comparability.",internal/detectionpolicy/policy_test.go:TestDiscardReason
https://github.com/Brumbelow/layerleak/security/code-scanning/1283,Lizard_nloc-medium,internal/detectionpolicy/policy_test.go,101,dismissal,won't fix,"Accepting the ExampleReason table length. The cases compare actionable values, strong test/example paths, known dummy values and placeholder markers, then contrast weak path/reserved-host signals alone with paired signals. One runner compares the exact reason code. Contiguous inputs and expected reasons document precedence and the two-weak-signal requirement clearly.",internal/detectionpolicy/policy_test.go:TestExampleReason
https://github.com/Brumbelow/layerleak/security/code-scanning/1284,Lizard_file-nloc-medium,internal/storage/storage_integration_test.go,1,dismissal,won't fix,"Accepting this integration suite's file size. Named cases distinguish migration apply/rollback and idempotency, schema drift, scan upserts/raw policy, tag replacement and read aggregation/detail. The shared ScanRecord and database setup deliberately connect those persistence contracts, and integrationDatabaseURL scopes them to layerleak_test. A filename split would not reduce the substantive SQL/setup needed by the tests.",internal/storage/storage_integration_test.go:TestMigrationFilesApplyAndRollback; internal/storage/storage_integration_test.go:TestRunMigrationsTracksChecksumsAndIsIdempotent; internal/storage/storage_integration_test.go:TestPostgresStoreSaveScanUpsertsAndRetainsProvenance; internal/storage/storage_integration_test.go:integrationDatabaseURL
https://github.com/Brumbelow/layerleak/security/code-scanning/1285,Lizard_nloc-medium,internal/storage/storage_integration_test.go,298,dismissal,won't fix,"Accepting this schema-check scenario's length. SQL creates two occurrences that conflict under the proposed unique index, intentionally fails CREATE UNIQUE INDEX CONCURRENTLY, reads indisvalid/indisready, and requires the schema checker to reject that actual invalid index. The SQL and positive state inspection belong together; a mocked error would weaken this integration assertion.",internal/storage/storage_integration_test.go:TestPostgresStoreRequireSchemaRejectsInvalidIndex
https://github.com/Brumbelow/layerleak/security/code-scanning/1286,Lizard_nloc-medium,internal/storage/storage_integration_test.go,725,dismissal,won't fix,Accepting this tag-replacement scenario's length. The second scan moves latest to a new root/platform manifest and updates its finding references before both saves. Assertions require exactly one tag mapping and the new manifest digest. The explicit before/after records make stale-mapping replacement clear; hiding the nested fixture solely for NLOC would obscure that relationship.,internal/storage/storage_integration_test.go:TestPostgresStoreSaveScanReplacesTouchedTagMappings
https://github.com/Brumbelow/layerleak/security/code-scanning/1287,Lizard_nloc-medium,internal/storage/storage_integration_test.go,1194,dismissal,won't fix,"Accepting the length of integrationScanRecord. This is a declarative fixture returning a redacted JSON snapshot, a tag/root/platform mapping and two detailed occurrences with the same fingerprint at env and label locations. Upsert, occurrence-detail and raw-retention tests intentionally reuse that relational shape. Keeping these correlated values in one fixture makes their relationships visible.",internal/storage/storage_integration_test.go:integrationScanRecord
https://github.com/Brumbelow/layerleak/security/code-scanning/1288,Lizard_nloc-medium,internal/cli/scan.go,42,dismissal,won't fix,"newScanCmdWithStore RunE closure: accepted function length debt. This command lifecycle validates flags before scanning, owns timeout/progress/store cleanup, invokes the service, publishes artifacts and preserves scan/save/publication/output error precedence. Its long flow keeps cancellation and durable-output ordering visible; scope parsing, publication and summary rendering are already separate helpers. Existing reliability tests assert retained output after save/progress failure and no publication after cancellation. Keep this orchestration while separately simplifying renderSummary.",internal/cli/scan.go:newScanCmdWithStore; internal/cli/reliability_test.go:TestScanCommandPreservesOutputAfterSaveFailure; internal/cli/reliability_test.go:TestScanCommandPreservesOutputAfterProgressFailure; internal/cli/reliability_test.go:TestScanCommandCancellationDuringSaveStillSkipsPublication
https://github.com/Brumbelow/layerleak/security/code-scanning/1289,Lizard_nloc-medium,internal/cli/scan.go,356,source fix,,"Replaced repeated scalar summary Fprintf/error blocks with ordered rows and one checked writer loop. Exact labels, ordering, optional rows, sanitization, target/platform tables and Flush behavior remain covered by literal-output and writer-failure tests. Lizard 1.23.0 measures renderSummary at 15 noncomment lines, below the 50-line threshold.",internal/cli/summary_test.go
https://github.com/Brumbelow/layerleak/security/code-scanning/1290,Lizard_nloc-medium,internal/cli/progress_test.go,17,dismissal,won't fix,"Accepting this rendering scenario's length. Much of it is the exact expected logo and an explicit progress update with repository, tag/target counts, findings, reference and platform. It runs Start, UpdateFromJob and Finish, then checks the logo and status/progress patterns. Keeping the visual fixture beside the emitted-status expectations helps review renderer changes.",internal/cli/progress_test.go:TestProgressRendererRendersLogoAndStatusBlock
https://github.com/Brumbelow/layerleak/security/code-scanning/1291,Lizard_file-nloc-medium,internal/api/handler_test.go,1,dismissal,won't fix,"Accepting the handler test file's size. Named cases cover request validation, scan/partial/error responses, timeout and concurrency, repository pagination/filter forwarding, detail reads and sanitized snapshots. For example, concurrency asserts 429/Retry-After and incomplete-result handling checks both response and captured logs. Shared scanner/store stubs make the HTTP-to-service contract explicit.",internal/api/handler_test.go:TestHandleScanRejectsWhenConcurrencyIsExhausted; internal/api/handler_test.go:TestHandleScanMapsIncompleteResult; internal/api/handler_test.go:TestHandleListRepositoryFindingsSupportsDispositionFilter
